1,0.000004
2,0.000011
3,0.000008
4,0.000011
5,0.000014
6,0.000016
7,0.000019
8,0.000022
9,0.000026
10,0.000028
11,0.000032
12,0.000034
13,0.000037
14,0.000041
15,0.000047
16,0.000050
17,0.000053
18,0.000058
19,0.000061
20,0.000064
21,0.000070
22,0.000072
23,0.000075
24,0.000078
25,0.000082
26,0.000085
27,0.000089
28,0.000092
29,0.000108
30,0.000099
31,0.000104
32,0.000108
33,0.000110
34,0.000114
35,0.000118
36,0.000122
37,0.000126
38,0.000129
39,0.000135
40,0.000148
41,0.000144
42,0.000150
43,0.000153
44,0.000159
45,0.000160
46,0.000162
47,0.000168
48,0.000279
49,0.000173
50,0.000175
51,0.000179
52,0.000205
53,0.000186
54,0.000190
55,0.000193
56,0.000197
57,0.000204
58,0.000206
59,0.000212
60,0.000214
61,0.000216
62,0.000219
63,0.000230
64,0.000225
65,0.000229
66,0.000266
67,0.000240
68,0.000245
69,0.000247
70,0.000251
71,0.000254
72,0.000257
73,0.000262
74,0.000266
75,0.000270
76,0.000274
77,0.000278
78,0.000281
79,0.000286
80,0.000289
81,0.000310
82,0.000315
83,0.000318
84,0.000323
85,0.000326
86,0.000330
87,0.000334
88,0.000338
89,0.000343
90,0.000346
91,0.000351
92,0.000354
93,0.000365
94,0.000362
95,0.000367
96,0.000371
97,0.000374
98,0.000379
99,0.000383
100,0.000413
101,0.000422
102,0.000427
103,0.000425
104,0.000429
105,0.000441
106,0.000437
107,0.000447
108,0.000452
109,0.000465
110,0.000458
111,0.000462
112,0.000476
113,0.000485
114,0.000489
115,0.000484
116,0.000495
117,0.000499
118,0.000497
119,0.000501
120,0.000505
121,0.000511
122,0.000521
123,0.000527
124,0.000525
125,0.000524
126,0.000536
127,0.000539
128,0.000542
129,0.000546
130,0.000520
131,0.000525
132,0.000536
133,0.000533
134,0.000538
135,0.000543
136,0.000547
137,0.000552
138,0.000556
139,0.000561
140,0.000566
141,0.000571
142,0.000575
143,0.000584
144,0.000584
145,0.000588
146,0.000601
147,0.000600
148,0.000609
149,0.000614
150,0.000619
151,0.000630
152,0.000627
153,0.000626
154,0.000631
155,0.000636
156,0.000645
157,0.000642
158,0.000644
159,0.000614
160,0.000625
161,0.000628
162,0.000635
163,0.000664
164,0.000669
165,0.000673
166,0.000678
167,0.000691
168,0.000694
169,0.000698
170,0.000697
171,0.000700
172,0.000712
173,0.000713
174,0.000725
175,0.000723
176,0.000723
177,0.000710
178,0.000735
179,0.000742
180,0.000747
181,0.000745
182,0.000749
183,0.000770
184,0.000757
185,0.000768
186,0.000764
187,0.000773
188,0.000773
189,0.000781
190,0.000788
191,0.000747
192,0.000750
193,0.000768
194,0.000760
195,0.000766
196,0.000775
197,0.000783
198,0.000784
199,0.000788
200,0.000795
201,0.000797
202,0.000803
203,0.000801
204,0.000805
205,0.000773
206,0.000774
207,0.000779
208,0.000786
209,0.000785
210,0.000789
211,0.000836
212,0.000840
213,0.000853
214,0.000848
215,0.000856
216,0.000855
217,0.000860
218,0.000872
219,0.000869
220,0.000872
221,0.000884
222,0.000888
223,0.000882
224,0.000895
225,0.000945
226,0.000959
227,0.000956
228,0.000964
229,0.000972
230,0.000981
231,0.000988
232,0.000990
233,0.000990
234,0.000995
235,0.000998
236,0.001094
237,0.001003
238,0.001007
239,0.001024
240,0.001013
241,0.001031
242,0.001025
243,0.001035
244,0.001047
245,0.001038
246,0.001046
247,0.001047
248,0.001061
249,0.001071
250,0.001064
251,0.001104
252,0.001081
253,0.001082
254,0.001087
255,0.001094
256,0.001095
257,0.001098
258,0.001110
259,0.001111
260,0.001112
261,0.001138
262,0.001127
263,0.001127
264,0.001144
265,0.001141
266,0.001152
267,0.001146
268,0.001159
269,0.001155
270,0.001188
271,0.001179
272,0.001190
273,0.001260
274,0.001251
275,0.001264
276,0.001275
277,0.001272
278,0.001282
279,0.001288
280,0.001288
281,0.001289
282,0.001301
283,0.001311
284,0.001324
285,0.001311
286,0.001322
287,0.001319
288,0.001331
289,0.001338
290,0.001343
291,0.001351
292,0.001349
293,0.001389
294,0.001382
295,0.001395
296,0.001318
297,0.001303
298,0.001309
299,0.001403
300,0.001351
301,0.001354
302,0.001320
303,0.001329
304,0.001344
305,0.001335
306,0.001341
307,0.001345
308,0.001331
309,0.001290
310,0.001289
311,0.001292
312,0.001297
313,0.001307
314,0.001313
315,0.001245
316,0.001243
317,0.001252
318,0.001259
319,0.001256
320,0.001260
321,0.001278
322,0.001276
323,0.001268
324,0.001283
325,0.001310
326,0.001296
327,0.001292
328,0.001382
329,0.001449
330,0.001454
331,0.001459
332,0.001482
333,0.001472
334,0.001390
335,0.001394
336,0.001410
337,0.001410
338,0.001421
339,0.001427
340,0.001509
341,0.001508
342,0.001503
343,0.001517
344,0.001517
345,0.001521
346,0.001527
347,0.001596
348,0.001635
349,0.001638
350,0.001644
351,0.001648
352,0.001657
353,0.001655
354,0.001669
355,0.001674
356,0.001688
357,0.001678
358,0.001691
359,0.001600
360,0.001599
361,0.001600
362,0.001617
363,0.001618
364,0.001622
365,0.001628
366,0.001608
367,0.001536
368,0.001541
369,0.001548
370,0.001563
371,0.001557
372,0.001571
373,0.001582
374,0.001581
375,0.001584
376,0.001602
377,0.001608
378,0.001521
379,0.001530
380,0.001531
381,0.001532
382,0.001531
383,0.001544
384,0.001537
385,0.001630
386,0.001638
387,0.001632
388,0.001643
389,0.001649
390,0.001648
391,0.001732
392,0.001756
393,0.001753
394,0.001759
395,0.001771
396,0.001784
397,0.001776
398,0.001904
399,0.001912
400,0.001912
401,0.001899
402,0.001917
403,0.001919
404,0.001916
405,0.001945
406,0.001939
407,0.001875
408,0.001841
409,0.001841
410,0.001840
411,0.001862
412,0.001866
413,0.001866
414,0.001780
415,0.001774
416,0.001777
417,0.001781
418,0.001754
419,0.001701
420,0.001704
421,0.001712
422,0.001658
423,0.001634
424,0.001649
425,0.001642
426,0.001655
427,0.001657
428,0.001673
429,0.001769
430,0.001879
431,0.001945
432,0.001953
433,0.001961
434,0.001962
435,0.001978
436,0.001987
437,0.002090
438,0.002096
439,0.002120
440,0.002131
441,0.002143
442,0.002118
443,0.002013
444,0.002015
445,0.002016
446,0.002032
447,0.001919
448,0.001924
449,0.001952
450,0.001954
451,0.001950
452,0.001955
453,0.001956
454,0.002077
455,0.002105
456,0.002087
457,0.002100
458,0.002102
459,0.002115
